"date","site","who","transect","segment","round","vial_number","specimen_number","gross_ID","plant","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fine_ID","pollen","notes","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","year","date.site"
2021-07-07,"Kebler Pass","SD","T3",4,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","MISSED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T3",3,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","MISSED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T2",2,2,"",NA,"Other fly","Wyethia amplexicaulis","Diptera","","","","","","","MISSED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",5,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",5,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",5,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",5,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",5,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",2,2,"",NA,"Bombus flavifrons","Wyethia amplexicaulis","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",3,2,"",NA,"Bombus mixtus","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","mixtus","Bombus mixtus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",3,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",3,2,"",NA,"Bombus flavifrons","Helianthella quinquenervis","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",3,2,"",NA,"Bombus flavifrons","Helianthella quinquenervis","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T3",4,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T3",4,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T3",4,2,"",NA,"Bombus mixtus","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","mixtus","Bombus mixtus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T3",3,2,"",NA,"Bombus flavifrons","Wyethia amplexicaulis","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T3",3,2,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T3",3,2,"",NA,"Bombus mixtus","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","mixtus","Bombus mixtus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T2",2,2,"",NA,"Bombus flavifrons","Wyethia amplexicaulis","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T2",1,3,"",NA,"Bombus flavifrons","Wyethia amplexicaulis","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T3",5,3,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","SD","T1",2,3,"",NA,"Bombus flavifrons","Wyethia amplexicaulis","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T2",4,3,"",NA,"Bombus mixtus","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","mixtus","Bombus mixtus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T3",4,3,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T3",4,3,"",NA,"Beetles","Senecio crassulus","Coleoptera","Chrysomelidae","Galerucinae","Phyllotreta","","Phyllotreta","","same as KA2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T1",4,3,"",NA,"Bombus mixtus","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","mixtus","Bombus mixtus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T1",4,3,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T1",4,3,"",NA,"Bombus flavifrons","Wyethia amplexicaulis","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T1",3,3,"",NA,"Syrphidae","Senecio crassulus","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T1",5,3,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T1",5,3,"",NA,"Bombus mixtus","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","mixtus","Bombus mixtus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T3",3,3,"",NA,"Bombus unknown","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T3",3,3,"",NA,"Bombus mixtus","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","mixtus","Bombus mixtus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T3",3,3,"",NA,"Bombus flavifrons","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","Bombus flavifrons","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T3",3,3,"",NA,"Bombus unknown","Senecio crassulus","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T3",3,3,"",NA,"Syrphidae","Senecio crassulus","Diptera","Syrphidae","Eristalinae","Eristalis","","Eristalis","","Eristalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-07,"Kebler Pass","KA","T3",3,3,"",NA,"Syrphidae","Senecio crassulus","Diptera","Syrphidae","Eristalinae","Eristalis","","Eristalis","","Eristalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-07.Kebler Pass"
2021-07-08,"Brush Creek Hill","TL","T2",1,1,"TL1",70776,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",3,1,"TL2",70777,"Moths","Linum lewisii","Lepidoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",5,1,"TL3",70778,"Other fly","Delphinium occidentale","Diptera","Raphidiidae","","","","Raphidiidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",5,1,"AB1",70779,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T3",1,1,"AB2",70780,"Other fly","Delphinium occidentale","Diptera","Raphidiidae","","","","Raphidiidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T2",4,1,"AB3",70781,"Other fly","Delphinium occidentale","Diptera","Raphidiidae","","","","Raphidiidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T3",2,2,"AB4",70782,"Other fly","Delphinium occidentale","Diptera","Raphidiidae","","","","Raphidiidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T3",2,2,"AB5",70783,"Small black solitary bee","Erigeron speciosus","Hymenoptera","Halictidae","Halictinae","Lasioglossum","","Lasioglossum","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",4,2,"AB6",70784,"Wasps","Agastache urticifolia","Hymenoptera","Ichneumonidae","","","","Ichneumonidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",4,2,"AB7",70785,"Wasps","Agastache urticifolia","Hymenoptera","Braconidae","","","","Braconidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T3",4,2,"AB8",70786,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T2",3,2,"AB9",70787,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",1,2,"AB10",70788,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",1,2,"AB11",70789,"Other fly","Delphinium occidentale","Diptera","Raphidiidae","","","","Raphidiidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T3",5,2,"AB12",70790,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",4,2,"TL4",70791,"Small black solitary bee","Delphinium occidentale","Hymenoptera","Halictidae","Halictinae","Lasioglossum","","Lasioglossum","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",2,2,"TL5",70792,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T1",5,2,"TL6",70793,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T1",5,2,"TL7",70794,"Wasps","Agoseris glauca","Hymenoptera","Chrysididae","","","","Chrysididae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",1,3,"TL8",70795,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",1,3,"TL9",70796,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",1,3,"TL10",70797,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T1",4,3,"TL11",70798,"Beetles","Agastache urticifolia","Coleoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",5,3,"AB13",70799,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",5,3,"AB14",70800,"Hemipteran","Erigeron speciosus","Hemiptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",5,3,"AB15",70801,"Hemipteran","Erigeron speciosus","Hemiptera","Thyreocoridae","","Corimelaena","","Corimelaena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T3",4,3,"AB16",70802,"Other fly","Delphinium occidentale","Diptera","Raphidiidae","","","","Raphidiidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T1",3,1,"",NA,"Bombus unknown","Delphinium occidentale","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T1",2,1,"",NA,"Other fly","Erigeron speciosus","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",5,1,"",NA,"Bombus bifarius","Delphinium occidentale","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T3",3,1,"",NA,"Other fly","Epilobium brachycarpum","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T2",4,1,"",NA,"Other fly","Delphinium occidentale","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",5,1,"",NA,"Bombus californicus","Delphinium occidentale","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",4,2,"",NA,"Bombus californicus","Delphinium occidentale","Hymenoptera","Apidae","Apinae","Bombus","californicus","Bombus californicus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T3",3,2,"",NA,"Bombus appositus","Delphinium occidentale","Hymenoptera","Apidae","Apinae","Bombus","appositus","Bombus appositus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T2",2,2,"",NA,"Bombyliidae","Erigeron speciosus","Diptera","Bombyliidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","TL","T1",1,3,"",NA,"Beetles","Erigeron speciosus","Coleoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T1",5,3,"",NA,"Other fly","Erigeron speciosus","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-08,"Brush Creek Hill","AB","T2",3,3,"",NA,"Bombus bifarius","Erigeron speciosus","Hymenoptera","Apidae","Apinae","Bombus","bifarius","Bombus bifarius","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-08.Brush Creek Hill"
2021-07-09,"Stupid Falls","TL","T3",3,1,"TL1",70817,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Andrenidae","Panurginae","Panurginus","cressoniellus","Panurginus cressoniellus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","TL","T1",1,1,"TL2",70818,"Beetles","Potentilla pulcherrima","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","TL","T2",4,1,"TL3",70819,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Halictidae","Halictinae","Halictus","","Halictus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T2",3,2,"KW3",70820,"Beetles","Taraxacum officinale","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T2",3,2,"KW4",70821,"Beetles","Potentilla pulcherrima","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T2",3,2,"KW5",70822,"Beetles","Taraxacum officinale","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T2",3,2,"KW6",70823,"Hemipteran","Potentilla pulcherrima","Hemiptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","TL","T2",2,2,"TL4",70824,"Bombyliidae","Taraxacum officinale","Diptera","Bombyliidae","Bombyliinae","Systoechus","","Systoechus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","TL","T3",2,2,"TL5",70825,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Andrenidae","Andreninae","Andrena","","Andrena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","TL","T1",1,2,"TL6",70826,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Andrenidae","Panurginae","Panurginus","ineptus","Panurginus ineptus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","TL","T2",3,3,"TL7",70827,"Beetles","Potentilla pulcherrima","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","same as TL2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T3",2,3,"KW7",70828,"Small black solitary bee","Solidago multiradiata","Hymenoptera","Halictidae","Halictinae","Halictus","","Halictus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T1",3,3,"KW8",70829,"Beetles","Potentilla pulcherrima","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T1",5,3,"KW9",70830,"Beetles","Potentilla pulcherrima","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T2",3,1,"KW1",70831,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Andrenidae","Panurginae","Panurginus","cressoniellus","Panurginus cressoniellus","","specimen number out of order",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","KW","T1",4,1,"KW2",70832,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Andrenidae","Andreninae","Andrena","","Andrena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","TL","T3",3,1,"",NA,"Other fly","Achillea millefolium","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
2021-07-09,"Stupid Falls","TL","T3",1,1,"",NA,"Bombus unknown","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2021,"2021-07-09.Stupid Falls"
